,Company Name,Form Type,CIK,Date Filed,File Name,Date_filed
90111,ELECTRONIC ARTS INC,10-Q,712515,2005-02-02,edgar/data/712515/0000950134-05-001913.txt,2005-02-02
90154,ELECTRONIC CLEARING HOUSE INC,10-Q,721773,2005-02-14,edgar/data/721773/0001015402-05-000736.txt,2005-02-14
90381,ELITE PHARMACEUTICALS INC /DE/,10-Q,1053369,2005-02-14,edgar/data/1053369/0000930413-05-000962.txt,2005-02-14
90401,ELIZABETH ARDEN INC,10-Q,95052,2005-02-08,edgar/data/95052/0000095052-05-000013.txt,2005-02-08
90426,ELKCORP,10-Q,32017,2005-02-08,edgar/data/32017/0000950134-05-002270.txt,2005-02-08
90648,ELMERS RESTAURANTS INC,10-Q,771214,2005-02-22,edgar/data/771214/0001200952-05-000188.txt,2005-02-22
90864,EMBARCADERO TECHNOLOGIES INC,10-Q,1107112,2005-01-18,edgar/data/1107112/0001193125-05-007678.txt,2005-01-18
91042,EMCORE CORP,10-Q,808326,2005-02-09,edgar/data/808326/0000808326-05-000017.txt,2005-02-09
91130,EMERITUS CORP\WA\,10-Q,1001604,2005-01-27,edgar/data/1001604/0001001604-05-000107.txt,2005-01-27
91146,EMERSON ELECTRIC CO,10-Q,32604,2005-02-07,edgar/data/32604/0000032604-05-000007.txt,2005-02-07
91179,EMERSON RADIO CORP,10-Q,32621,2005-02-03,edgar/data/32621/0001125282-05-000435.txt,2005-02-03
91227,EMMIS COMMUNICATIONS CORP,10-Q,783005,2005-01-10,edgar/data/783005/0000950137-05-000222.txt,2005-01-10
91481,EMTEC INC/NJ,10-Q,5117,2005-02-14,edgar/data/5117/0000950117-05-000617.txt,2005-02-14
91491,EMULEX CORP /DE/,10-Q,350917,2005-02-04,edgar/data/350917/0000950137-05-001204.txt,2005-02-04
91504,EN POINTE TECHNOLOGIES INC,10-Q,1010305,2005-02-14,edgar/data/1010305/0000950129-05-001292.txt,2005-02-14
92025,ENERGIZER HOLDINGS INC,10-Q,1096752,2005-02-03,edgar/data/1096752/0001096752-05-000035.txt,2005-02-03
92101,ENERGY CONVERSION DEVICES INC,10-Q,32878,2005-02-09,edgar/data/32878/0000032878-05-000028.txt,2005-02-09
92125,ENERGY CORP OF AMERICA,10-Q,32880,2005-02-10,edgar/data/32880/0001015402-05-000663.txt,2005-02-10
92238,ENERGY WEST INC,10-Q,43350,2005-02-14,edgar/data/43350/0000950134-05-003042.txt,2005-02-14
92258,ENERGYSOUTH INC,10-Q,1051286,2005-02-02,edgar/data/1051286/0000950134-05-001923.txt,2005-02-02
92413,ENGINEERED SUPPORT SYSTEMS INC,10-Q,772891,2005-03-14,edgar/data/772891/0001068800-05-000171.txt,2005-03-14
92560,"ENNIS, INC.",10-Q,33002,2005-01-10,edgar/data/33002/0000033002-05-000004.txt,2005-01-10
92705,ENTEGRIS INC,10-Q,1101302,2005-01-06,edgar/data/1101302/0001193125-05-002470.txt,2005-01-06
93184,ENVIRONMENTAL ELEMENTS CORP,10-Q,863893,2005-02-14,edgar/data/863893/0001193125-05-029164.txt,2005-02-14
93203,ENVIRONMENTAL REMEDIATION HOLDING CORP,10-Q,799235,2005-02-10,edgar/data/799235/0001144204-05-003752.txt,2005-02-10
93220,ENVIRONMENTAL TECTONICS CORP,10-Q,33113,2005-01-10,edgar/data/33113/0000950116-05-000134.txt,2005-01-10
93257,ENZO BIOCHEM INC,10-Q,316253,2005-03-14,edgar/data/316253/0000930413-05-001819.txt,2005-03-14
93324,EON COMMUNICATIONS CORP,10-Q,1084752,2005-03-17,edgar/data/1084752/0001193125-05-054095.txt,2005-03-17
93467,EPLUS INC,10-Q,1022408,2005-02-16,edgar/data/1022408/0001022408-05-000017.txt,2005-02-16
93488,EPOCH HOLDING CORP,10-Q,351903,2005-02-14,edgar/data/351903/0000351903-05-000003.txt,2005-02-14
94390,ESCALON MEDICAL CORP,10-Q,862668,2005-02-14,edgar/data/862668/0000893220-05-000335.txt,2005-02-14
94428,ESCO TECHNOLOGIES INC,10-Q,866706,2005-02-08,edgar/data/866706/0000866706-05-000022.txt,2005-02-08
94527,ESPEY MFG & ELECTRONICS CORP,10-Q,33533,2005-02-14,edgar/data/33533/0000914317-05-000584.txt,2005-02-14
94718,ESTEE LAUDER COMPANIES INC,10-Q,1001250,2005-01-27,edgar/data/1001250/0001001250-05-000014.txt,2005-01-27
94756,ESTERLINE TECHNOLOGIES CORP,10-Q,33619,2005-03-04,edgar/data/33619/0000033619-05-000033.txt,2005-03-04
94848,ETHAN ALLEN INTERIORS INC,10-Q,896156,2005-02-04,edgar/data/896156/0000932440-05-000060.txt,2005-02-04
95096,EVANS BOB FARMS INC,10-Q,33769,2005-03-08,edgar/data/33769/0000950152-05-001854.txt,2005-03-08
95197,EVANS SYSTEMS INC,10-Q,904901,2005-02-14,edgar/data/904901/0001214659-05-000201.txt,2005-02-14
95337,EVERGREEN HOLDINGS INC,10-Q,1263810,2005-01-18,edgar/data/1263810/0001263810-05-000003.txt,2005-01-18
95630,EXAR CORP,10-Q,753568,2005-02-09,edgar/data/753568/0001193125-05-023539.txt,2005-02-09
95743,EXCELSIOR PRIVATE EQUITY FUND II INC,10-Q,1036052,2005-03-16,edgar/data/1036052/0001193125-05-052717.txt,2005-03-16
96153,EXTENDED SYSTEMS INC,10-Q,1051490,2005-02-14,edgar/data/1051490/0001072613-05-000366.txt,2005-02-14
96181,EXTREME NETWORKS INC,10-Q,1078271,2005-02-04,edgar/data/1078271/0001193125-05-018885.txt,2005-02-04
96333,EZ EM INC,10-Q,727008,2005-01-11,edgar/data/727008/0001169232-05-000185.txt,2005-01-11
96357,EZCORP INC,10-Q,876523,2005-02-09,edgar/data/876523/0000950134-05-002434.txt,2005-02-09
97054,F5 NETWORKS INC,10-Q,1048695,2005-02-09,edgar/data/1048695/0000950124-05-000640.txt,2005-02-09
97153,FACTSET RESEARCH SYSTEMS INC,10-Q,1013237,2005-01-10,edgar/data/1013237/0001193125-05-003952.txt,2005-01-10
97206,FAIR ISAAC CORP,10-Q,814547,2005-02-08,edgar/data/814547/0000950134-05-002238.txt,2005-02-08
97301,FAIRCHILD CORP,10-Q,9779,2005-02-09,edgar/data/9779/0000009779-05-000011.txt,2005-02-09
97620,FAMILY DOLLAR STORES INC,10-Q,34408,2005-01-06,edgar/data/34408/0001104659-05-000479.txt,2005-01-06
97927,FARMER BROTHERS CO,10-Q,34563,2005-02-09,edgar/data/34563/0000034563-05-000006.txt,2005-02-09
98526,"FCStone Group, Inc.",10-Q,1297846,2005-02-28,edgar/data/1297846/0001193125-05-038431.txt,2005-02-28
98624,FEDERAL EXPRESS CORP,10-Q,230211,2005-03-18,edgar/data/230211/0001104659-05-011982.txt,2005-03-18
99065,FEDEX CORP,10-Q,1048911,2005-03-18,edgar/data/1048911/0001104659-05-011975.txt,2005-03-18
99642,FERRELLGAS FINANCE CORP,10-Q,922360,2005-03-11,edgar/data/922360/0000922358-05-000027.txt,2005-03-11
99654,FERRELLGAS PARTNERS FINANCE CORP,10-Q,1012493,2005-03-11,edgar/data/1012493/0000922358-05-000027.txt,2005-03-11
99978,FIDELITY BANCORP INC,10-Q,769207,2005-02-14,edgar/data/769207/0000946275-05-000195.txt,2005-02-14
100705,FINANCIAL FEDERAL CORP,10-Q,854711,2005-03-09,edgar/data/854711/0000854711-05-000007.txt,2005-03-09
100892,FINISAR CORP,10-Q,1094739,2005-03-11,edgar/data/1094739/0000950134-05-004751.txt,2005-03-11
100917,FINISH LINE INC /IN/,10-Q,886137,2005-01-04,edgar/data/886137/0001193125-05-000989.txt,2005-01-04
101122,FIREARMS TRAINING SYSTEMS INC,10-Q,1021770,2005-02-11,edgar/data/1021770/0001193125-05-026551.txt,2005-02-11
101138,FIRST ACCEPTANCE CORP /DE/,10-Q,1017907,2005-02-14,edgar/data/1017907/0000950144-05-001306.txt,2005-02-14
101949,FIRST FEDERAL BANKSHARES INC,10-Q,1075348,2005-02-09,edgar/data/1075348/0000914317-05-000486.txt,2005-02-09
102062,FIRST FINANCIAL HOLDINGS INC /DE/,10-Q,787075,2005-02-09,edgar/data/787075/0000787075-05-000010.txt,2005-02-09
102179,FIRST HARTFORD CORP,10-Q,36369,2005-03-15,edgar/data/36369/0001003297-05-000055.txt,2005-03-15
102475,FIRST INVESTORS FINANCIAL SERVICES GROUP INC,10-Q,948034,2005-03-16,edgar/data/948034/0001104659-05-011268.txt,2005-03-16
102599,FIRST KEYSTONE FINANCIAL INC,10-Q,856751,2005-02-14,edgar/data/856751/0000893220-05-000328.txt,2005-02-14
102683,FIRST MARBLEHEAD CORP,10-Q,1262279,2005-02-11,edgar/data/1262279/0001104659-05-005847.txt,2005-02-11
103282,FIRST PLACE FINANCIAL CORP /DE/,10-Q,1068912,2005-02-08,edgar/data/1068912/0001193125-05-022207.txt,2005-02-08
103898,FIRSTBANK NW CORP,10-Q,1035513,2005-02-08,edgar/data/1035513/0001019056-05-000167.txt,2005-02-08
104696,FLANIGANS ENTERPRISES INC,10-Q,12040,2005-02-23,edgar/data/12040/0000914317-05-000684.txt,2005-02-23
104771,FLEETWOOD ENTERPRISES INC/DE/,10-Q,314132,2005-03-03,edgar/data/314132/0001104659-05-009204.txt,2005-03-03
104937,FLEXSTEEL INDUSTRIES INC,10-Q,37472,2005-02-09,edgar/data/37472/0000897101-05-000373.txt,2005-02-09
104948,FLEXTRONICS INTERNATIONAL LTD,10-Q,866374,2005-02-08,edgar/data/866374/0000950134-05-002292.txt,2005-02-08
105179,FLORIDA ROCK INDUSTRIES INC,10-Q,37651,2005-01-28,edgar/data/37651/0000037651-05-000002.txt,2005-01-28
105249,FLOW INTERNATIONAL CORP,10-Q,713002,2005-01-10,edgar/data/713002/0001193125-05-003975.txt,2005-01-10
107197,FONAR CORP,10-Q,355019,2005-02-09,edgar/data/355019/0000355019-05-000002.txt,2005-02-09
107261,FOODARAMA SUPERMARKETS INC,10-Q,37914,2005-03-14,edgar/data/37914/0000037914-05-000008.txt,2005-03-14
107670,FOREST LABORATORIES INC,10-Q,38074,2005-02-09,edgar/data/38074/0000038074-05-000008.txt,2005-02-09
108256,FOUNTAIN POWERBOAT INDUSTRIES INC,10-Q,764858,2005-02-14,edgar/data/764858/0001193125-05-029393.txt,2005-02-14
108337,FOX ENTERTAINMENT GROUP INC,10-Q,1068002,2005-02-04,edgar/data/1068002/0001193125-05-019924.txt,2005-02-04
108804,FRANKLIN COVEY CO,10-Q,886206,2005-01-11,edgar/data/886206/0000886206-05-000002.txt,2005-01-11
108881,FRANKLIN ELECTRONIC PUBLISHERS INC,10-Q,356841,2005-02-14,edgar/data/356841/0001193125-05-028999.txt,2005-02-14
109008,FRANKLIN RESOURCES INC,10-Q,38777,2005-02-09,edgar/data/38777/0000038777-05-000060.txt,2005-02-09
109468,FREE MOTION FITNESS INC,10-Q,1174469,2005-01-11,edgar/data/1174469/0000934798-05-000006.txt,2005-01-11
109782,FREQUENCY ELECTRONICS INC,10-Q,39020,2005-03-17,edgar/data/39020/0000039020-05-000014.txt,2005-03-17
109956,FRIEDMAN INDUSTRIES INC,10-Q,39092,2005-02-14,edgar/data/39092/0000950129-05-001273.txt,2005-02-14
110114,FRISCHS RESTAURANTS INC,10-Q,39047,2005-01-11,edgar/data/39047/0001193125-05-004492.txt,2005-01-11
110158,FRMO CORP,10-Q,1042017,2005-02-17,edgar/data/1042017/0001144204-05-005403.txt,2005-02-17
110203,FRONTIER AIRLINES INC /CO/,10-Q,921929,2005-02-09,edgar/data/921929/0000921929-05-000005.txt,2005-02-09
110482,FSI INTERNATIONAL INC,10-Q,841692,2005-01-06,edgar/data/841692/0000950134-05-000292.txt,2005-01-06
110864,FTD INC,10-Q,944537,2005-01-28,edgar/data/944537/0001104659-05-003056.txt,2005-01-28
110922,FUELCELL ENERGY INC,10-Q,886128,2005-03-14,edgar/data/886128/0001144204-05-007482.txt,2005-03-14
112485,G&K SERVICES INC,10-Q,39648,2005-02-08,edgar/data/39648/0000950134-05-002230.txt,2005-02-08
113043,GALAXY NUTRITIONAL FOODS INC,10-Q,819527,2005-02-15,edgar/data/819527/0001144204-05-004831.txt,2005-02-15
113418,GAMETECH INTERNATIONAL INC,10-Q,1045014,2005-03-17,edgar/data/1045014/0000950153-05-000544.txt,2005-03-17
113690,GARDENBURGER INC,10-Q,859735,2005-03-23,edgar/data/859735/0001104659-05-012570.txt,2005-03-23
114244,GATEWAY TAX CREDIT FUND II LTD,10-Q,857115,2005-02-11,edgar/data/857115/0000857115-05-000002.txt,2005-02-11
114245,GATEWAY TAX CREDIT FUND III LTD,10-Q,881716,2005-02-11,edgar/data/881716/0000881716-05-000002.txt,2005-02-11
114246,GATEWAY TAX CREDIT FUND LTD,10-Q,824605,2005-02-11,edgar/data/824605/0000824605-05-000002.txt,2005-02-11
114953,GENCOR INDUSTRIES INC,10-Q,64472,2005-02-10,edgar/data/64472/0001193125-05-025139.txt,2005-02-10
115711,GENERAL KINETICS INC,10-Q,40675,2005-01-14,edgar/data/40675/0001193125-05-006677.txt,2005-01-14
115732,GENERAL MILLS INC,10-Q,40704,2005-01-06,edgar/data/40704/0000897101-05-000060.txt,2005-01-06
115907,GENEREX BIOTECHNOLOGY CORP,10-Q,1059784,2005-03-17,edgar/data/1059784/0000950116-05-001053.txt,2005-03-17
115959,GENESEE CORP,10-Q,40934,2005-03-14,edgar/data/40934/0000950152-05-002049.txt,2005-03-14
115993,GENESIS HEALTHCARE CORP,10-Q,1236736,2005-02-09,edgar/data/1236736/0000950116-05-000481.txt,2005-02-09
116021,GENESIS MICROCHIP INC /DE,10-Q,1161396,2005-02-09,edgar/data/1161396/0001193125-05-022354.txt,2005-02-09
116917,GERBER SCIENTIFIC INC,10-Q,41133,2005-03-10,edgar/data/41133/0000041133-05-000006.txt,2005-03-10
117306,GFSI INC,10-Q,1036327,2005-02-15,edgar/data/1036327/0000902561-05-000055.txt,2005-02-15
117838,GILMAN & CIOCIA INC,10-Q,914142,2005-02-14,edgar/data/914142/0001193805-05-000243.txt,2005-02-14
118078,GLADSTONE CAPITAL CORP,10-Q,1143513,2005-02-09,edgar/data/1143513/0001104659-05-004932.txt,2005-02-09
118720,GLOBAL IMAGING SYSTEMS INC,10-Q,1050167,2005-02-08,edgar/data/1050167/0001193125-05-022115.txt,2005-02-08
118820,GLOBAL PAYMENT TECHNOLOGIES INC,10-Q,933020,2005-02-02,edgar/data/933020/0001157523-05-000930.txt,2005-02-02
118993,GLOBECOMM SYSTEMS INC,10-Q,1031028,2005-02-14,edgar/data/1031028/0000950136-05-000806.txt,2005-02-14
119036,GLOBIX CORP,10-Q,1003111,2005-02-14,edgar/data/1003111/0001019687-05-000400.txt,2005-02-14
119508,GOLD HILL CORPORATION,10-Q,774491,2005-02-24,edgar/data/774491/0000774491-05-000001.txt,2005-02-24
119684,GOLDEN ENTERPRISES INC,10-Q,42228,2005-01-12,edgar/data/42228/0001157523-05-000213.txt,2005-01-12
121073,GOURMET GROUP INC,10-Q,873540,2005-02-16,edgar/data/873540/0001144204-05-005146.txt,2005-02-16
121405,GRAHAM CORP,10-Q,716314,2005-02-01,edgar/data/716314/0000716314-05-000004.txt,2005-02-01
122116,GREAT ATLANTIC & PACIFIC TEA CO INC,10-Q,43300,2005-01-07,edgar/data/43300/0000043300-05-000007.txt,2005-01-07
122324,GREAT WESTERN BANCORPORATION INC,10-Q,1088381,2005-02-01,edgar/data/1088381/0001193125-05-015977.txt,2005-02-01
122336,GREATER ATLANTIC FINANCIAL CORP,10-Q,1082735,2005-02-14,edgar/data/1082735/0000909654-05-000455.txt,2005-02-14
122488,GREEN MOUNTAIN COFFEE ROASTERS INC,10-Q,909954,2005-02-24,edgar/data/909954/0000909954-05-000010.txt,2005-02-24
122617,GREENBRIER COMPANIES INC,10-Q,923120,2005-01-10,edgar/data/923120/0000950124-05-000096.txt,2005-01-10
122952,GREG MANNING AUCTIONS INC,10-Q,895516,2005-02-09,edgar/data/895516/0000922423-05-000167.txt,2005-02-09
123008,GREIF INC,10-Q,43920,2005-03-07,edgar/data/43920/0001193125-05-043725.txt,2005-03-07
123286,GRIFFON CORP,10-Q,50725,2005-02-09,edgar/data/50725/0001104659-05-004884.txt,2005-02-09
123665,GRUBB & ELLIS CO,10-Q,216039,2005-02-18,edgar/data/216039/0000950137-05-001971.txt,2005-02-18
124308,GTECH HOLDINGS CORP,10-Q,857323,2005-01-05,edgar/data/857323/0000950123-05-000070.txt,2005-01-05
125567,"GoRemote Internet Communications, Inc.",10-Q,1059155,2005-03-14,edgar/data/1059155/0001104659-05-010890.txt,2005-03-14
125640,Gold Kist Inc.,10-Q,1292215,2005-02-15,edgar/data/1292215/0001292215-05-000001.txt,2005-02-15
126445,H&R BLOCK INC,10-Q,12659,2005-03-09,edgar/data/12659/0000950137-05-002822.txt,2005-03-09
126674,HAEMONETICS CORP,10-Q,313143,2005-02-10,edgar/data/313143/0001275287-05-000510.txt,2005-02-10
126763,HAGGAR CORP,10-Q,892533,2005-02-09,edgar/data/892533/0001104659-05-004975.txt,2005-02-09
126851,HAIN CELESTIAL GROUP INC,10-Q,910406,2005-02-09,edgar/data/910406/0000950162-05-000160.txt,2005-02-09
126985,HALIFAX CORP,10-Q,720671,2005-02-22,edgar/data/720671/0000950133-05-000630.txt,2005-02-22
127943,HANDLEMAN CO /MI/,10-Q,314727,2005-03-11,edgar/data/314727/0001193125-05-047211.txt,2005-03-11
128397,HARBOR FLORIDA BANCSHARES INC,10-Q,1029407,2005-02-09,edgar/data/1029407/0001029407-05-000008.txt,2005-02-09
128737,HARLEYSVILLE SAVINGS FINANCIAL CORP,10-Q,1107160,2005-02-15,edgar/data/1107160/0000914317-05-000618.txt,2005-02-15
128770,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,10-Q,800459,2005-02-09,edgar/data/800459/0000800459-05-000027.txt,2005-02-09
129135,HARRIS CORP /DE/,10-Q,202058,2005-01-27,edgar/data/202058/0000950152-05-000521.txt,2005-01-27
129196,HARRIS INTERACTIVE INC,10-Q,1094238,2005-02-09,edgar/data/1094238/0000950152-05-000920.txt,2005-02-09
129932,HARVEY ELECTRONICS INC,10-Q,46043,2005-03-15,edgar/data/46043/0001009448-05-000025.txt,2005-03-15
130166,HAUPPAUGE DIGITAL INC,10-Q,930803,2005-02-14,edgar/data/930803/0001021771-05-000067.txt,2005-02-14
130344,HAWKINS INC,10-Q,46250,2005-02-09,edgar/data/46250/0001104659-05-004851.txt,2005-02-09
130783,HEADWATERS INC,10-Q,1003344,2005-02-07,edgar/data/1003344/0001038838-05-000128.txt,2005-02-07
130941,HEALTH MANAGEMENT ASSOCIATES INC,10-Q,792985,2005-02-09,edgar/data/792985/0001193125-05-022525.txt,2005-02-09
131782,HEI INC,10-Q,351298,2005-02-03,edgar/data/351298/0000950134-05-001995.txt,2005-02-03
131815,HEICO CORP,10-Q,46619,2005-03-02,edgar/data/46619/0001133796-05-000042.txt,2005-03-02
131925,HEINZ H J CO,10-Q,46640,2005-03-01,edgar/data/46640/0000950152-05-001612.txt,2005-03-01
131942,HEINZ HJ FINANCE CO,10-Q,1169077,2005-03-07,edgar/data/1169077/0000950152-05-001795.txt,2005-03-07
132012,HELEN OF TROY LTD,10-Q,916789,2005-01-10,edgar/data/916789/0000950134-05-000450.txt,2005-01-10
132142,HELMERICH & PAYNE INC,10-Q,46765,2005-02-08,edgar/data/46765/0000950134-05-002281.txt,2005-02-08
132530,HENRY JACK & ASSOCIATES INC,10-Q,779152,2005-02-09,edgar/data/779152/0000926236-05-000013.txt,2005-02-09
132897,HERLEY INDUSTRIES INC /NEW,10-Q,47035,2005-03-11,edgar/data/47035/0000047035-05-000005.txt,2005-03-11
133262,HEWITT ASSOCIATES INC,10-Q,1168478,2005-02-08,edgar/data/1168478/0001193125-05-022330.txt,2005-02-08
133320,HEWLETT PACKARD CO,10-Q,47217,2005-03-11,edgar/data/47217/0001047469-05-006240.txt,2005-03-11
133437,HF FINANCIAL CORP,10-Q,881790,2005-02-11,edgar/data/881790/0001104659-05-005573.txt,2005-02-11
133489,HI TECH PHARMACAL CO INC,10-Q,887497,2005-03-14,edgar/data/887497/0001193125-05-049356.txt,2005-03-14
133499,HI/FN INC,10-Q,1065246,2005-02-09,edgar/data/1065246/0001065246-05-000014.txt,2005-02-09
133978,HIGHWOODS REALTY LTD PARTNERSHIP,10-Q,941713,2005-01-19,edgar/data/941713/0001193125-05-008182.txt,2005-01-19
134245,HILLENBRAND INDUSTRIES INC,10-Q,47518,2005-02-14,edgar/data/47518/0000950137-05-001681.txt,2005-02-14
135750,HOLOBEAM INC,10-Q,48105,2005-02-14,edgar/data/48105/0001023627-05-000001.txt,2005-02-14
135751,HOLOGIC INC,10-Q,859737,2005-02-03,edgar/data/859737/0001193125-05-018472.txt,2005-02-03
135964,HOME FEDERAL BANCORP INC,10-Q,1283858,2005-02-10,edgar/data/1283858/0000939057-05-000036.txt,2005-02-10
136685,HORIZON FINANCIAL CORP,10-Q,1002682,2005-02-09,edgar/data/1002682/0000939057-05-000035.txt,2005-02-09
136699,HORIZON HEALTH CORP /DE/,10-Q,935007,2005-01-10,edgar/data/935007/0001193125-05-003672.txt,2005-01-10
136764,HORMEL FOODS CORP /DE/,10-Q,48465,2005-03-11,edgar/data/48465/0001104659-05-010516.txt,2005-03-11
136942,HORTON D R INC /DE/,10-Q,882184,2005-02-08,edgar/data/882184/0000950134-05-002266.txt,2005-02-08
137015,HOST AMERICA CORP,10-Q,809012,2005-02-14,edgar/data/809012/0001017951-05-000065.txt,2005-02-14
137408,HOVNANIAN ENTERPRISES INC,10-Q,357294,2005-03-11,edgar/data/357294/0000357294-05-000011.txt,2005-03-11
137582,HPL TECHNOLOGIES INC,10-Q,1121980,2005-02-14,edgar/data/1121980/0001121980-05-000004.txt,2005-02-14
138910,HURCO COMPANIES INC,10-Q,315374,2005-03-09,edgar/data/315374/0000315374-05-000018.txt,2005-03-09
139033,HUTCHINSON TECHNOLOGY INC,10-Q,772897,2005-02-03,edgar/data/772897/0000950134-05-002008.txt,2005-02-03
139224,HYDROFLO INC,10-Q,1107809,2005-02-14,edgar/data/1107809/0001070876-05-000018.txt,2005-02-14
139254,HYNES & HOWES INSURANCE COUNSELORS INC,10-Q,205462,2005-02-10,edgar/data/205462/0000205462-05-000001.txt,2005-02-10
139304,HYPERION SOLUTIONS CORP,10-Q,1001113,2005-02-09,edgar/data/1001113/0000950134-05-002411.txt,2005-02-09
141104,ICO INC,10-Q,353567,2005-02-11,edgar/data/353567/0000353567-05-000007.txt,2005-02-11
141142,ICON HEALTH & FITNESS INC,10-Q,934798,2005-01-11,edgar/data/934798/0000934798-05-000006.txt,2005-01-11
141154,ICON INTERNATIONAL HOLDINGS INC,10-Q,785312,2005-01-11,edgar/data/785312/0000934798-05-000006.txt,2005-01-11
141157,ICON IP INC,10-Q,1182076,2005-01-11,edgar/data/1182076/0000934798-05-000006.txt,2005-01-11
141426,IDENTIX INC,10-Q,735780,2005-02-09,edgar/data/735780/0000950134-05-002438.txt,2005-02-09
141582,IDT CORP,10-Q,1005731,2005-03-14,edgar/data/1005731/0001193125-05-049505.txt,2005-03-14
141679,IEC ELECTRONICS CORP,10-Q,49728,2005-01-24,edgar/data/49728/0001144204-05-002019.txt,2005-01-24
141786,II-VI INC,10-Q,820318,2005-02-09,edgar/data/820318/0001193125-05-023267.txt,2005-02-09
141808,IKON OFFICE SOLUTIONS INC,10-Q,3370,2005-02-08,edgar/data/3370/0000003370-05-000026.txt,2005-02-08
141893,ILINC COMMUNICATIONS INC,10-Q,1042291,2005-02-10,edgar/data/1042291/0001019687-05-000335.txt,2005-02-10
142006,IMAGE ENTERTAINMENT INC,10-Q,216324,2005-02-10,edgar/data/216324/0001104659-05-005307.txt,2005-02-10
142066,IMAGING DIAGNOSTIC SYSTEMS INC /FL/,10-Q,790652,2005-02-09,edgar/data/790652/0000790652-05-000004.txt,2005-02-09
142245,IMERGENT INC,10-Q,1075736,2005-01-28,edgar/data/1075736/0001104659-05-003120.txt,2005-01-28
142361,IMMTECH INTERNATIONAL INC,10-Q,882509,2005-02-09,edgar/data/882509/0000914121-05-000351.txt,2005-02-09
142372,IMMUCOR INC,10-Q,736822,2005-01-14,edgar/data/736822/0000736822-05-000005.txt,2005-01-14
142428,IMMUNOGEN INC,10-Q,855654,2005-02-09,edgar/data/855654/0001104659-05-004958.txt,2005-02-09
142445,IMMUNOMEDICS INC,10-Q,722830,2005-02-08,edgar/data/722830/0001193125-05-022310.txt,2005-02-08
142480,IMPAC MEDICAL SYSTEMS INC,10-Q,1026448,2005-02-09,edgar/data/1026448/0001193125-05-023667.txt,2005-02-09
142683,IMPERIAL SUGAR CO /NEW/,10-Q,831327,2005-02-03,edgar/data/831327/0001193125-05-017675.txt,2005-02-03
142730,IMPRESO INC,10-Q,1108345,2005-01-14,edgar/data/1108345/0000950134-05-000774.txt,2005-01-14
143043,INDEPENDENT GASOLINE & OIL CO OF ROCHESTER,10-Q,1045547,2005-01-14,edgar/data/1045547/0001193125-05-006392.txt,2005-01-14
143051,INDEVUS PHARMACEUTICALS INC,10-Q,854222,2005-02-09,edgar/data/854222/0001193125-05-023574.txt,2005-02-09
143126,INDUS INTERNATIONAL INC,10-Q,1041333,2005-02-08,edgar/data/1041333/0000950144-05-000959.txt,2005-02-08
143469,INFONET SERVICES CORP,10-Q,1096512,2005-02-09,edgar/data/1096512/0001193125-05-023503.txt,2005-02-09
143666,INFOTECH USA INC,10-Q,1037417,2005-02-10,edgar/data/1037417/0000950138-05-000111.txt,2005-02-10
143986,INGLES MARKETS INC,10-Q,50493,2005-03-18,edgar/data/50493/0001193125-05-055263.txt,2005-03-18
144408,INNOVATIVE SOLUTIONS & SUPPORT INC,10-Q,836690,2005-02-08,edgar/data/836690/0000950116-05-000459.txt,2005-02-08
144418,INNOVEX INC,10-Q,50601,2005-02-09,edgar/data/50601/0001206774-05-000134.txt,2005-02-09
144549,INSIGHT HEALTH SERVICES HOLDINGS CORP,10-Q,1145238,2005-02-09,edgar/data/1145238/0001104659-05-004957.txt,2005-02-09
144679,INSTEEL INDUSTRIES INC,10-Q,764401,2005-02-24,edgar/data/764401/0000950144-05-001812.txt,2005-02-24
144997,INTEGRAL SYSTEMS INC /MD/,10-Q,718130,2005-02-09,edgar/data/718130/0001193125-05-023404.txt,2005-02-09
145099,INTEGRATED CIRCUIT SYSTEMS INC,10-Q,874689,2005-02-10,edgar/data/874689/0001193125-05-024619.txt,2005-02-10
145108,INTEGRATED DATA CORP,10-Q,941814,2005-02-18,edgar/data/941814/0000941814-05-000005.txt,2005-02-18
145114,INTEGRATED DEVICE TECHNOLOGY INC,10-Q,703361,2005-02-09,edgar/data/703361/0001104659-05-004930.txt,2005-02-09
145130,INTEGRATED ELECTRICAL SERVICES INC,10-Q,1048268,2005-02-14,edgar/data/1048268/0001193125-05-029406.txt,2005-02-14
145208,INTEGRATED SILICON SOLUTION INC,10-Q,854701,2005-02-09,edgar/data/854701/0001193125-05-023388.txt,2005-02-09
145359,INTELLISYNC CORP,10-Q,1020716,2005-03-11,edgar/data/1020716/0001193125-05-047945.txt,2005-03-11
145784,INTERMAGNETICS GENERAL CORP,10-Q,351012,2005-01-07,edgar/data/351012/0000950116-05-000119.txt,2005-01-07
145919,INTERNATIONAL ALUMINUM CORP,10-Q,51103,2005-02-11,edgar/data/51103/0001104659-05-005622.txt,2005-02-11
146129,"INTERNATIONAL DISPLAYWORKS, INC",10-Q,866415,2005-03-01,edgar/data/866415/0001001277-05-000151.txt,2005-03-01
146467,INTERNATIONAL RECTIFIER CORP /DE/,10-Q,316793,2005-02-11,edgar/data/316793/0001104659-05-005849.txt,2005-02-11
