,Company Name,Form Type,CIK,Date Filed,File Name,Date_filed
421,8X8 INC /DE/,10-Q,1023731,2011-11-01,edgar/data/1023731/0001136261-11-000558.txt,2011-11-01
494,A. H. Belo CORP,10-Q,1413898,2011-11-02,edgar/data/1413898/0000950123-11-094346.txt,2011-11-02
498,"A.C. Moore Arts & Crafts, Inc.",10-Q,1042809,2011-11-07,edgar/data/1042809/0000950123-11-096011.txt,2011-11-07
558,"A123 SYSTEMS, INC.",10-Q,1167178,2011-11-09,edgar/data/1167178/0001047469-11-009288.txt,2011-11-09
584,AAA Best Car Rental Inc,10-Q,1498046,2011-12-15,edgar/data/1498046/0001498046-11-000016.txt,2011-12-15
594,"AAA PUBLIC ADJUSTING GROUP, INC.",10-Q,1424718,2011-11-18,edgar/data/1424718/0001144204-11-065735.txt,2011-11-18
610,AAON INC,10-Q,824142,2011-11-08,edgar/data/824142/0001026608-11-000177.txt,2011-11-08
613,AAR CORP,10-Q,1750,2011-12-22,edgar/data/1750/0001104659-11-070822.txt,2011-12-22
622,AARON'S INC,10-Q,706688,2011-11-07,edgar/data/706688/0001193125-11-299731.txt,2011-11-07
636,AASTROM BIOSCIENCES INC,10-Q,887359,2011-11-08,edgar/data/887359/0001104659-11-062120.txt,2011-11-08
650,AB&T Financial CORP,10-Q,1435161,2011-11-14,edgar/data/1435161/0001193125-11-310802.txt,2011-11-14
669,"ABAKAN, INC",10-Q,1400000,2011-10-24,edgar/data/1400000/0001211524-11-000258.txt,2011-10-24
681,ABAXIS INC,10-Q,881890,2011-11-09,edgar/data/881890/0001140361-11-052578.txt,2011-11-09
747,ABBY INC.,10-Q,1478535,2011-10-20,edgar/data/1478535/0001096350-11-000163.txt,2011-10-20
760,ABERCROMBIE & FITCH CO /DE/,10-Q,1018840,2011-12-06,edgar/data/1018840/0000950123-11-102138.txt,2011-12-06
844,ABIOMED INC,10-Q,815094,2011-11-07,edgar/data/815094/0001193125-11-299974.txt,2011-11-07
884,ABOVENET INC,10-Q,1043533,2011-11-08,edgar/data/1043533/0001144204-11-062099.txt,2011-11-08
936,ABRAXAS PETROLEUM CORP,10-Q,867665,2011-11-09,edgar/data/867665/0000867665-11-000052.txt,2011-11-09
965,"ABSOLUTE POTENTIAL, INC.",10-Q,1002360,2011-12-20,edgar/data/1002360/0001000096-11-000320.txt,2011-12-20
993,ACACIA RESEARCH CORP,10-Q,934549,2011-10-28,edgar/data/934549/0000934549-11-000018.txt,2011-10-28
1054,ACADIA PHARMACEUTICALS INC,10-Q,1070494,2011-11-09,edgar/data/1070494/0001193125-11-304578.txt,2011-11-09
1109,ACCELERATED ACQUISITIONS IV INC,10-Q,1444144,2011-11-14,edgar/data/1444144/0001354488-11-004431.txt,2011-11-14
1110,ACCELERATED ACQUISITIONS V INC,10-Q,1444145,2011-11-15,edgar/data/1444145/0001144204-11-065022.txt,2011-11-15
1112,ACCELERIZE NEW MEDIA INC,10-Q,1352952,2011-10-28,edgar/data/1352952/0001437749-11-007873.txt,2011-10-28
1113,ACCELLENT INC,10-Q,1342505,2011-11-14,edgar/data/1342505/0001193125-11-310847.txt,2011-11-14
1117,ACCELR8 TECHNOLOGY CORP,10-Q,727207,2011-12-14,edgar/data/727207/0001000096-11-000304.txt,2011-12-14
1122,"ACCELRYS, INC.",10-Q,1002388,2011-11-09,edgar/data/1002388/0001193125-11-304523.txt,2011-11-09
1143,ACCESS NATIONAL CORP,10-Q,1176316,2011-11-14,edgar/data/1176316/0001144204-11-063265.txt,2011-11-14
1151,ACCESS PHARMACEUTICALS INC,10-Q,318306,2011-11-14,edgar/data/318306/0000318306-11-000025.txt,2011-11-14
1169,ACCO BRANDS CORP,10-Q,712034,2011-10-26,edgar/data/712034/0001193125-11-281943.txt,2011-10-26
1181,ACCREDITED BUSINESS CONSOLIDATORS CORP.,10-Q,933425,2011-11-16,edgar/data/933425/0001471242-11-000286.txt,2011-11-16
1183,ACCURAY INC,10-Q,1138723,2011-11-08,edgar/data/1138723/0001104659-11-062201.txt,2011-11-08
1215,ACCURIDE CORP,10-Q,817979,2011-11-08,edgar/data/817979/0000817979-11-000032.txt,2011-11-08
1253,"ACE Consulting Management, Inc.",10-Q,1265848,2011-11-18,edgar/data/1265848/0001213900-11-006245.txt,2011-11-18
1269,ACE MARKETING & PROMOTIONS INC,10-Q,1084267,2011-10-24,edgar/data/1084267/0001019687-11-003254.txt,2011-10-24
1277,ACELRX PHARMACEUTICALS INC,10-Q,1427925,2011-11-08,edgar/data/1427925/0001193125-11-301958.txt,2011-11-08
1281,ACETO CORP,10-Q,2034,2011-11-04,edgar/data/2034/0001188112-11-003086.txt,2011-11-04
1308,ACHILLION PHARMACEUTICALS INC,10-Q,1070336,2011-11-08,edgar/data/1070336/0001193125-11-302125.txt,2011-11-08
1328,"ACI WORLDWIDE, INC.",10-Q,935036,2011-10-28,edgar/data/935036/0001193125-11-285652.txt,2011-10-28
1376,ACL SEMICONDUCTORS INC,10-Q,934445,2011-11-14,edgar/data/934445/0000930413-11-007319.txt,2011-11-14
1389,ACME PACKET INC,10-Q,1130258,2011-10-27,edgar/data/1130258/0000950123-11-092533.txt,2011-10-27
1411,ACME UNITED CORP,10-Q,2098,2011-11-07,edgar/data/2098/0001026608-11-000171.txt,2011-11-07
1420,ACNB CORP,10-Q,715579,2011-11-04,edgar/data/715579/0001104659-11-060920.txt,2011-11-04
1444,ACORDA THERAPEUTICS INC,10-Q,1008848,2011-11-07,edgar/data/1008848/0001008848-11-000082.txt,2011-11-07
1458,"ACORN ENERGY, INC.",10-Q,880984,2011-11-09,edgar/data/880984/0001144204-11-062549.txt,2011-11-09
1484,ACQUIRED SALES CORP,10-Q,1391135,2011-11-14,edgar/data/1391135/0001445866-11-000103.txt,2011-11-14
1492,ACRO INC.,10-Q,1228386,2011-11-18,edgar/data/1228386/0001471242-11-000301.txt,2011-11-18
1563,ACTIVE NETWORK INC,10-Q,1163932,2011-11-14,edgar/data/1163932/0001193125-11-310879.txt,2011-11-14
1569,ACTIVE POWER INC,10-Q,1044435,2011-11-02,edgar/data/1044435/0001140361-11-051442.txt,2011-11-02
1602,ACTUATE CORP,10-Q,1062478,2011-11-04,edgar/data/1062478/0001193125-11-297753.txt,2011-11-04
1645,"ACURA PHARMACEUTICALS, INC",10-Q,786947,2011-10-31,edgar/data/786947/0001144204-11-060318.txt,2011-10-31
1663,ACXIOM CORP,10-Q,733269,2011-11-08,edgar/data/733269/0000733269-11-000041.txt,2011-11-08
1668,ADA-ES INC,10-Q,1223112,2011-11-14,edgar/data/1223112/0001193125-11-309970.txt,2011-11-14
1740,ADAMS GOLF INC,10-Q,1059763,2011-11-08,edgar/data/1059763/0001171843-11-003392.txt,2011-11-08
1771,"ADAMS RESOURCES & ENERGY, INC.",10-Q,2178,2011-11-14,edgar/data/2178/0000002178-11-000049.txt,2011-11-14
1793,ADARNA ENERGY Corp,10-Q,1127242,2011-11-23,edgar/data/1127242/0001269127-11-000082.txt,2011-11-23
1797,ADCARE HEALTH SYSTEMS INC,10-Q,1004724,2011-11-09,edgar/data/1004724/0001104659-11-062753.txt,2011-11-09
1844,ADEN SOLUTIONS INC.,10-Q,1427639,2011-11-14,edgar/data/1427639/0001294606-11-000222.txt,2011-11-14
1845,"ADEONA PHARMACEUTICALS, INC.",10-Q,894158,2011-11-14,edgar/data/894158/0001144204-11-064312.txt,2011-11-14
1853,ADEPT TECHNOLOGY INC,10-Q,865415,2011-11-14,edgar/data/865415/0000865415-11-000040.txt,2011-11-14
1864,ADHEREX TECHNOLOGIES INC,10-Q,1211583,2011-11-14,edgar/data/1211583/0001144204-11-063575.txt,2011-11-14
1871,ADINO ENERGY CORP,10-Q,700815,2011-11-14,edgar/data/700815/0001144204-11-063239.txt,2011-11-14
1882,ADM TRONICS UNLIMITED INC/DE,10-Q,849401,2011-11-14,edgar/data/849401/0001437749-11-008600.txt,2011-11-14
1884,ADMIRAL FINANCIAL CORP,10-Q,828530,2011-11-21,edgar/data/828530/0000943440-11-000895.txt,2011-11-21
1886,ADOBE SYSTEMS INC,10-Q,796343,2011-10-07,edgar/data/796343/0000796343-11-000015.txt,2011-10-07
1896,ADOLOR CORP,10-Q,1076167,2011-11-10,edgar/data/1076167/0001193125-11-306778.txt,2011-11-10
1966,ADTRAN INC,10-Q,926282,2011-11-03,edgar/data/926282/0000950123-11-094914.txt,2011-11-03
1981,ADVANCE AUTO PARTS INC,10-Q,1158449,2011-11-16,edgar/data/1158449/0001158449-11-000042.txt,2011-11-16
2065,"ADVANCED CELL TECHNOLOGY, INC.",10-Q,1140098,2011-11-08,edgar/data/1140098/0001144204-11-062107.txt,2011-11-08
2084,ADVANCED ENERGY INDUSTRIES INC,10-Q,927003,2011-11-08,edgar/data/927003/0000950123-11-096521.txt,2011-11-08
2099,ADVANCED ENVIRONMENTAL RECYCLING TECHNOLOGIES INC,10-Q,849706,2011-11-02,edgar/data/849706/0001171843-11-003228.txt,2011-11-02
2128,ADVANCED MEDICAL ISOTOPE Corp,10-Q,1449349,2011-11-14,edgar/data/1449349/0001199835-11-000724.txt,2011-11-14
2134,ADVANCED MICRO DEVICES INC,10-Q,2488,2011-11-09,edgar/data/2488/0001193125-11-304833.txt,2011-11-09
2145,ADVANCED OXYGEN TECHNOLOGIES INC,10-Q,352991,2011-11-04,edgar/data/352991/0000352991-11-000058.txt,2011-11-04
2146,ADVANCED PHOTONIX INC,10-Q,869986,2011-11-14,edgar/data/869986/0001157523-11-006796.txt,2011-11-14
2179,ADVANCED TECHNOLOGIES GROUP LTD,10-Q,1119046,2011-12-06,edgar/data/1119046/0001165527-11-001165.txt,2011-12-06
2181,ADVANCED VENTURES CORP,10-Q,1500122,2011-11-10,edgar/data/1500122/0001144204-11-062718.txt,2011-11-10
2183,ADVANT E CORP,10-Q,925043,2011-11-14,edgar/data/925043/0001193125-11-309839.txt,2011-11-14
2215,ADVENT SOFTWARE INC /DE/,10-Q,1002225,2011-11-08,edgar/data/1002225/0001104659-11-062146.txt,2011-11-08
2240,ADVENTRX PHARMACEUTICALS INC,10-Q,1160308,2011-11-08,edgar/data/1160308/0000950123-11-096161.txt,2011-11-08
2702,ADVISORY BOARD CO,10-Q,1157377,2011-11-09,edgar/data/1157377/0001193125-11-304630.txt,2011-11-09
2736,ADVOCAT INC,10-Q,919956,2011-11-07,edgar/data/919956/0001193125-11-299814.txt,2011-11-07
2866,AEI INCOME & GROWTH FUND 24 LLC,10-Q,1130758,2011-11-14,edgar/data/1130758/0000868740-11-000044.txt,2011-11-14
2868,AEI INCOME & GROWTH FUND 25 LLC,10-Q,1185198,2011-11-14,edgar/data/1185198/0001023458-11-000017.txt,2011-11-14
2869,AEI INCOME & GROWTH FUND XXI LTD PARTNERSHIP,10-Q,931755,2011-11-14,edgar/data/931755/0000868740-11-000042.txt,2011-11-14
2870,AEI INCOME & GROWTH FUND XXII LTD PARTNERSHIP,10-Q,1023458,2011-11-14,edgar/data/1023458/0000868740-11-000043.txt,2011-11-14
2871,AEI Income & Growth Fund 26 LLC,10-Q,1326321,2011-11-14,edgar/data/1326321/0000868740-11-000045.txt,2011-11-14
2872,AEI NET LEASE INCOME & GROWTH FUND XIX LIMITED PARTNERSHIP,10-Q,868740,2011-11-14,edgar/data/868740/0000868740-11-000040.txt,2011-11-14
2873,AEI NET LEASE INCOME & GROWTH FUND XX LIMITED PARTNERSHIP,10-Q,894245,2011-11-14,edgar/data/894245/0000868740-11-000041.txt,2011-11-14
2907,AEROCENTURY CORP,10-Q,1036848,2011-11-14,edgar/data/1036848/0001036848-11-000056.txt,2011-11-14
2910,AEROFLEX HOLDING CORP.,10-Q,1487990,2011-11-09,edgar/data/1487990/0001144204-11-062278.txt,2011-11-09
2924,AEROPOSTALE INC,10-Q,1168213,2011-12-05,edgar/data/1168213/0001168213-11-000066.txt,2011-12-05
2936,AEROSONIC CORP /DE/,10-Q,109471,2011-12-12,edgar/data/109471/0001144204-11-069456.txt,2011-12-12
2947,AES CORP,10-Q,874761,2011-11-04,edgar/data/874761/0001193125-11-295471.txt,2011-11-04
2962,AETHLON MEDICAL INC,10-Q,882291,2011-11-18,edgar/data/882291/0001019687-11-003647.txt,2011-11-18
2969,AETNA INC /PA/,10-Q,1122304,2011-10-27,edgar/data/1122304/0001122304-11-000114.txt,2011-10-27
3009,AETRIUM INC,10-Q,908598,2011-11-03,edgar/data/908598/0001144204-11-061031.txt,2011-11-03
3030,AFC ENTERPRISES INC,10-Q,1041379,2011-11-09,edgar/data/1041379/0001193125-11-304821.txt,2011-11-09
3036,AFFILIATED MANAGERS GROUP INC,10-Q,1004434,2011-11-04,edgar/data/1004434/0001047469-11-009042.txt,2011-11-04
3049,AFFINITY MEDIAWORKS CORP,10-Q,1433821,2011-12-16,edgar/data/1433821/0001185185-11-002245.txt,2011-12-16
3052,AFFIRMATIVE INSURANCE HOLDINGS INC,10-Q,1282543,2011-11-14,edgar/data/1282543/0001193125-11-311394.txt,2011-11-14
3065,AFFYMAX INC,10-Q,1158223,2011-11-09,edgar/data/1158223/0001104659-11-062489.txt,2011-11-09
3074,AFFYMETRIX INC,10-Q,913077,2011-11-03,edgar/data/913077/0000913077-11-000042.txt,2011-11-03
3093,"AFH HOLDING V, INC",10-Q,1419073,2011-11-14,edgar/data/1419073/0001387131-11-002564.txt,2011-11-14
3094,"AFH HOLDING VI, INC.",10-Q,1419069,2011-11-14,edgar/data/1419069/0001387131-11-002566.txt,2011-11-14
3095,"AFH HOLDING VII, INC.",10-Q,1419067,2011-11-14,edgar/data/1419067/0001387131-11-002569.txt,2011-11-14
3097,"AFH Holding III, Inc.",10-Q,1406980,2011-11-14,edgar/data/1406980/0001387131-11-002527.txt,2011-11-14
3098,"AFH Holding IV, Inc.",10-Q,1406979,2011-11-14,edgar/data/1406979/0001387131-11-002528.txt,2011-11-14
3112,AFLAC INC,10-Q,4977,2011-11-04,edgar/data/4977/0001193125-11-297281.txt,2011-11-04
3164,"AG Mortgage Investment Trust, Inc.",10-Q,1514281,2011-11-14,edgar/data/1514281/0001193125-11-310467.txt,2011-11-14
3171,AGCO CORP /DE,10-Q,880266,2011-11-04,edgar/data/880266/0000880266-11-000005.txt,2011-11-04
3193,AGENT155 MEDIA CORP.,10-Q,1389405,2011-11-21,edgar/data/1389405/0001144204-11-066073.txt,2011-11-21
3201,AGENUS INC,10-Q,1098972,2011-11-04,edgar/data/1098972/0001193125-11-297210.txt,2011-11-04
3295,AGILYSYS INC,10-Q,78749,2011-11-09,edgar/data/78749/0001193125-11-304109.txt,2011-11-09
3313,AGL RESOURCES INC,10-Q,1004155,2011-11-02,edgar/data/1004155/0001004155-11-000231.txt,2011-11-02
3411,AGREE REALTY CORP,10-Q,917251,2011-11-04,edgar/data/917251/0001144204-11-061414.txt,2011-11-04
3423,AGY Holding Corp.,10-Q,1431824,2011-11-14,edgar/data/1431824/0001193125-11-310524.txt,2011-11-14
3631,AIMCO PROPERTIES LP,10-Q,926660,2011-10-28,edgar/data/926660/0000950123-11-093031.txt,2011-10-28
3703,AIR LEASE CORP,10-Q,1487712,2011-11-10,edgar/data/1487712/0001193125-11-306959.txt,2011-11-10
3715,AIR METHODS CORP,10-Q,816159,2011-11-09,edgar/data/816159/0001140361-11-052644.txt,2011-11-09
3784,AIR T INC,10-Q,353184,2011-11-02,edgar/data/353184/0000353184-11-000026.txt,2011-11-02
3788,AIRGAS INC,10-Q,804212,2011-11-08,edgar/data/804212/0001193125-11-302024.txt,2011-11-08
3828,"AISystems, Inc.",10-Q,1328769,2011-11-25,edgar/data/1328769/0001213900-11-006382.txt,2011-11-25
3836,AIVTECH INTERNATIONAL GROUP CO.,10-Q,1471302,2011-11-14,edgar/data/1471302/0001144204-11-064074.txt,2011-11-14
3862,AK STEEL HOLDING CORP,10-Q,918160,2011-11-03,edgar/data/918160/0000918160-11-000049.txt,2011-11-03
3878,AKAMAI TECHNOLOGIES INC,10-Q,1086222,2011-11-09,edgar/data/1086222/0001445305-11-003341.txt,2011-11-09
3902,AKORN INC,10-Q,3116,2011-11-09,edgar/data/3116/0001157523-11-006655.txt,2011-11-09
3928,ALABAMA GAS CORP,10-Q,3146,2011-11-08,edgar/data/3146/0000277595-11-000002.txt,2011-11-08
3932,ALABAMA POWER CO,10-Q,3153,2011-11-07,edgar/data/3153/0000092122-11-000140.txt,2011-11-07
3934,ALAMO GROUP INC,10-Q,897077,2011-11-04,edgar/data/897077/0000897077-11-000040.txt,2011-11-04
3942,ALANCO TECHNOLOGIES INC,10-Q,98618,2011-11-14,edgar/data/98618/0000098618-11-000034.txt,2011-11-14
3953,ALASKA AIR GROUP INC,10-Q,766421,2011-11-03,edgar/data/766421/0000766421-11-000087.txt,2011-11-03
3967,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,10-Q,1089511,2011-11-09,edgar/data/1089511/0001193125-11-304149.txt,2011-11-09
3983,ALASKA PACIFIC BANCSHARES INC,10-Q,1081860,2011-11-10,edgar/data/1081860/0000939057-11-000332.txt,2011-11-10
3992,ALBANY INTERNATIONAL CORP /DE/,10-Q,819793,2011-11-04,edgar/data/819793/0000891092-11-007416.txt,2011-11-04
4006,ALBANY MOLECULAR RESEARCH INC,10-Q,1065087,2011-11-09,edgar/data/1065087/0001144204-11-062570.txt,2011-11-09
4018,ALBEMARLE CORP,10-Q,915913,2011-10-25,edgar/data/915913/0001193125-11-279855.txt,2011-10-25
4064,"ALCO, INC.",10-Q,734543,2011-11-03,edgar/data/734543/0001137050-11-000349.txt,2011-11-03
4066,ALCOA INC,10-Q,4281,2011-10-20,edgar/data/4281/0001193125-11-275993.txt,2011-10-20
4128,ALERE INC.,10-Q,1145460,2011-11-08,edgar/data/1145460/0000950123-11-096547.txt,2011-11-08
4162,ALEXANDER & BALDWIN INC,10-Q,3453,2011-11-09,edgar/data/3453/0000003453-11-000043.txt,2011-11-09
4198,ALEXANDERS INC,10-Q,3499,2011-11-03,edgar/data/3499/0000899689-11-000039.txt,2011-11-03
4200,ALEXANDERS J CORP,10-Q,103884,2011-11-16,edgar/data/103884/0001157523-11-006855.txt,2011-11-16
4205,ALEXANDRIA REAL ESTATE EQUITIES INC,10-Q,1035443,2011-11-09,edgar/data/1035443/0001104659-11-062717.txt,2011-11-09
4236,ALEXION PHARMACEUTICALS INC,10-Q,899866,2011-10-31,edgar/data/899866/0001193125-11-288721.txt,2011-10-31
4310,ALIGN TECHNOLOGY INC,10-Q,1097149,2011-11-04,edgar/data/1097149/0001193125-11-296816.txt,2011-11-04
4324,ALIMERA SCIENCES INC,10-Q,1267602,2011-11-07,edgar/data/1267602/0000950123-11-095929.txt,2011-11-07
4339,ALL AMERICAN SPORTPARK INC,10-Q,930245,2011-11-14,edgar/data/930245/0001263279-11-000071.txt,2011-11-14
4354,"ALLDIGITAL HOLDINGS, INC.",10-Q,1389217,2011-11-14,edgar/data/1389217/0001493152-11-000478.txt,2011-11-14
4361,ALLEGHANY CORP /DE,10-Q,775368,2011-11-07,edgar/data/775368/0001193125-11-299942.txt,2011-11-07
4390,ALLEGHENY TECHNOLOGIES INC,10-Q,1018963,2011-11-04,edgar/data/1018963/0001193125-11-297514.txt,2011-11-04
4451,ALLERGAN INC,10-Q,850693,2011-11-04,edgar/data/850693/0000850693-11-000007.txt,2011-11-04
4478,ALLETE INC,10-Q,66756,2011-11-02,edgar/data/66756/0000066756-11-000126.txt,2011-11-02
4485,ALLIANCE BANKSHARES CORP,10-Q,1181001,2011-11-14,edgar/data/1181001/0001193125-11-311535.txt,2011-11-14
4499,ALLIANCE DATA SYSTEMS CORP,10-Q,1101215,2011-11-07,edgar/data/1101215/0001101215-11-000135.txt,2011-11-07
4520,ALLIANCE FIBER OPTIC PRODUCTS INC,10-Q,1122342,2011-11-10,edgar/data/1122342/0001206774-11-002481.txt,2011-11-10
4527,ALLIANCE FINANCIAL CORP /NY/,10-Q,796317,2011-11-09,edgar/data/796317/0001193125-11-303771.txt,2011-11-09
4574,"ALLIANCE ONE INTERNATIONAL, INC.",10-Q,939930,2011-11-03,edgar/data/939930/0000939930-11-000060.txt,2011-11-03
4875,ALLIANT ENERGY CORP,10-Q,352541,2011-11-03,edgar/data/352541/0001193125-11-295400.txt,2011-11-03
4918,ALLIANT TECHSYSTEMS INC,10-Q,866121,2011-11-04,edgar/data/866121/0001104659-11-061001.txt,2011-11-04
5014,ALLIED AMERICAN STEEL CORP.,10-Q,1404212,2011-11-14,edgar/data/1404212/0001144204-11-063335.txt,2011-11-14
5022,ALLIED DEFENSE GROUP INC,10-Q,3952,2011-11-14,edgar/data/3952/0000950123-11-098063.txt,2011-11-14
5053,ALLIED HEALTHCARE PRODUCTS INC,10-Q,874710,2011-11-08,edgar/data/874710/0001144204-11-062032.txt,2011-11-08
5074,ALLIED MOTION TECHNOLOGIES INC,10-Q,46129,2011-11-10,edgar/data/46129/0001104659-11-062873.txt,2011-11-10
5078,ALLIED RESOURCES INC,10-Q,1211524,2011-11-17,edgar/data/1211524/0001211524-11-000322.txt,2011-11-17
5098,ALLOS THERAPEUTICS INC,10-Q,1097264,2011-11-03,edgar/data/1097264/0001104659-11-060299.txt,2011-11-03
5125,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",10-Q,1124804,2011-11-09,edgar/data/1124804/0001193125-11-303379.txt,2011-11-09
5161,ALLSTATE CORP,10-Q,899051,2011-10-31,edgar/data/899051/0001104659-11-059208.txt,2011-10-31
5180,ALLSTATE LIFE INSURANCE CO,10-Q,352736,2011-11-04,edgar/data/352736/0001104659-11-060880.txt,2011-11-04
5237,ALMOST FAMILY INC,10-Q,799231,2011-11-09,edgar/data/799231/0001104659-11-062638.txt,2011-11-09
5241,"ALNYLAM PHARMACEUTICALS, INC.",10-Q,1178670,2011-11-03,edgar/data/1178670/0000950123-11-094900.txt,2011-11-03
5272,ALPHA & OMEGA SEMICONDUCTOR Ltd,10-Q,1387467,2011-11-08,edgar/data/1387467/0001387467-11-000004.txt,2011-11-08
5291,ALPHA PRO TECH LTD,10-Q,884269,2011-11-10,edgar/data/884269/0001437749-11-008362.txt,2011-11-10
5363,ALR TECHNOLOGIES INC.,10-Q,1087022,2011-11-14,edgar/data/1087022/0001002014-11-000548.txt,2011-11-14
5366,ALSERES PHARMACEUTICALS INC /DE,10-Q,94784,2011-11-10,edgar/data/94784/0000950123-11-097396.txt,2011-11-10
5401,ALTAIR NANOTECHNOLOGIES INC,10-Q,1016546,2011-11-04,edgar/data/1016546/0001437749-11-008065.txt,2011-11-04
5421,ALTERA CORP,10-Q,768251,2011-10-21,edgar/data/768251/0000768251-11-000079.txt,2011-10-21
5433,"ALTERNATE ENERGY HOLDINGS, INC.",10-Q,1421874,2011-11-22,edgar/data/1421874/0001437749-11-008890.txt,2011-11-22
5452,ALTERNET SYSTEMS INC,10-Q,1126003,2011-11-14,edgar/data/1126003/0001062993-11-004485.txt,2011-11-14
5508,"ALTRIA GROUP, INC.",10-Q,764180,2011-10-27,edgar/data/764180/0001193125-11-283665.txt,2011-10-27
5572,AMAG PHARMACEUTICALS INC.,10-Q,792977,2011-11-08,edgar/data/792977/0001104659-11-062196.txt,2011-11-08
5615,AMALGAMATED PICTURES CORP.,10-Q,1326679,2011-11-21,edgar/data/1326679/0001167687-11-000015.txt,2011-11-21
5618,AMANASU ENVIRONMENT CORP,10-Q,1142801,2011-11-14,edgar/data/1142801/0001096906-11-002766.txt,2011-11-14
5619,AMANASU TECHNO HOLDINGS CORP,10-Q,1168663,2011-11-14,edgar/data/1168663/0001096906-11-002770.txt,2011-11-14
5630,AMARILLO BIOSCIENCES INC,10-Q,1014763,2011-11-21,edgar/data/1014763/0001014763-11-000026.txt,2011-11-21
5647,AMARIN CORP PLC\UK,10-Q,897448,2011-11-08,edgar/data/897448/0001193125-11-300743.txt,2011-11-08
5670,AMARU INC,10-Q,1139822,2011-11-14,edgar/data/1139822/0001019687-11-003503.txt,2011-11-14
5674,AMASYS CORP,10-Q,1023198,2011-11-14,edgar/data/1023198/0001308411-11-000096.txt,2011-11-14
5683,AMAZON COM INC,10-Q,1018724,2011-10-26,edgar/data/1018724/0001193125-11-280739.txt,2011-10-26
5704,AMBAC FINANCIAL GROUP INC,10-Q,874501,2011-11-09,edgar/data/874501/0001193125-11-304591.txt,2011-11-09
5706,AMBASE CORP,10-Q,20639,2011-11-09,edgar/data/20639/0000020639-11-000035.txt,2011-11-09
5722,AMBASSADORS GROUP INC,10-Q,1162315,2011-11-07,edgar/data/1162315/0001162315-11-000068.txt,2011-11-07
5742,AMBER RESOURCES CO OF COLORADO,10-Q,276750,2011-11-09,edgar/data/276750/0000950123-11-097102.txt,2011-11-09
5747,"AMBICOM HOLDINGS, INC",10-Q,1444310,2011-12-14,edgar/data/1444310/0001140361-11-057400.txt,2011-12-14
5751,AMBIENT CORP /NY,10-Q,1047919,2011-11-08,edgar/data/1047919/0001354488-11-004138.txt,2011-11-08
5777,AMC ENTERTAINMENT INC,10-Q,722077,2011-11-14,edgar/data/722077/0001047469-11-009390.txt,2011-11-14
5780,AMC Networks Inc.,10-Q,1514991,2011-11-10,edgar/data/1514991/0001193125-11-307158.txt,2011-11-10
